jee_main_score,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout,Income vs Admission,PSxIA,peer_focused_mh,parental_support
72.84,0,63.45,2,0,6.0,0,3,0,2,1,0,1,0,0.0,5,2.4
77.44,0,74.62,2,0,6.4,0,1,0,2,1,1,0,3,6.36,5,2.12
89.49,2,71.7,2,0,0.0,2,1,0,2,0,1,1,5,1.0,4,0.2
53.34,2,82.86,2,0,3.6,0,1,0,1,1,0,1,0,0.0,3,1.28
67.11,1,64.26,1,0,0.8,2,3,0,0,0,0,0,2,1.6800000000000002,0,0.8400000000000001
61.18,2,85.2,1,0,5.0,1,3,0,0,1,0,0,1,2.1,1,2.1
77.31,1,88.54,2,0,3.9,2,1,1,1,1,1,0,5,6.85,3,1.37
89.22,1,75.0,1,0,7.2,1,0,2,1,0,0,0,1,2.16,2,2.16
63.64,0,75.61,1,2,4.9,2,3,0,2,1,1,0,5,10.85,5,2.1700000000000004
38.54,1,67.32,2,0,3.5,0,3,1,2,1,0,1,0,0.0,5,1.65
66.23,0,69.57,2,0,6.4,1,1,1,2,1,0,0,1,2.12,5,2.12
84.79,1,70.92,1,0,3.9,1,1,0,1,0,1,0,4,5.48,2,1.37
79.53,2,89.43,2,1,3.5,1,0,1,2,0,1,0,4,4.4,4,1.1
77.99,0,74.28,1,2,5.3,0,0,0,2,0,1,0,3,5.07,4,1.69
68.08,1,61.78,2,0,7.7,0,2,2,1,0,0,1,0,0.0,2,2.71
54.09,2,77.55,1,0,6.2,0,2,0,0,1,0,1,0,0.0,1,2.26
79.21,2,83.26,2,1,5.6,1,1,2,2,0,0,0,1,1.93,4,1.93
60.32,0,74.75,1,1,10.0,2,2,1,0,0,1,0,5,17.25,0,3.45
100.0,0,89.69,2,1,3.0,2,3,1,2,1,1,0,5,7.75,5,1.55
79.99,0,82.78,2,1,3.0,0,0,0,2,0,0,1,0,0.0,4,0.95
63.87,1,64.51,2,1,4.8,2,2,1,2,1,0,0,2,3.78,5,1.89
63.44,0,69.49,2,1,7.5,1,2,1,1,1,0,0,1,2.7,3,2.7
70.7,2,77.26,2,0,2.6,1,1,2,1,0,0,0,1,0.98,2,0.98
68.65,2,58.34,1,0,8.0,0,0,0,2,1,1,0,3,7.199999999999999,5,2.4
87.64,0,78.36,1,0,1.6,0,0,0,2,0,1,1,3,1.44,4,0.48
74.61,0,57.38,2,0,4.3,2,2,2,1,1,0,0,2,3.38,3,1.69
61.76,2,85.23,1,0,4.8,2,3,2,1,0,1,0,5,10.2,2,2.04
98.47,1,84.07,1,2,2.7,2,3,2,0,0,1,0,5,7.550000000000001,0,1.5100000000000002
72.69,2,80.05,2,0,3.3,0,3,0,1,1,0,1,0,0.0,3,1.59
82.76,2,68.24,1,0,6.1,0,3,2,2,0,0,1,0,0.0,4,2.43
63.48,2,76.7,1,2,7.4,0,3,0,1,0,0,1,0,0.0,2,2.9200000000000004
77.08,0,69.87,1,0,0.3,1,2,2,0,0,1,0,4,1.96,0,0.49
76.36,1,64.69,1,2,4.9,2,3,1,0,0,1,0,5,10.85,0,2.1700000000000004
45.54,1,71.61,2,0,4.3,0,2,0,2,1,1,0,3,5.07,5,1.69
100.0,0,81.98,1,0,4.7,0,1,0,1,0,1,0,3,4.83,2,1.61
90.07,2,75.44,1,0,3.9,0,2,0,0,1,0,1,0,0.0,1,1.5699999999999998
66.44,0,89.51,1,1,1.9,2,3,1,0,1,0,0,2,2.44,1,1.22
56.57,0,82.66,1,0,7.6,2,2,1,0,1,0,0,2,5.359999999999999,1,2.68
76.87,1,81.59,2,0,6.8,1,3,0,2,0,0,0,1,2.64,4,2.64
73.21,1,58.91,1,0,4.3,1,1,2,0,1,0,0,1,1.4899999999999998,1,1.4899999999999998
76.98,0,72.15,2,0,3.5,1,3,0,1,0,0,0,1,1.65,2,1.65
74.68,0,64.36,2,2,3.3,1,0,0,2,1,0,0,1,1.09,5,1.09
79.09,1,73.17,2,0,0.0,0,1,1,1,1,1,0,3,0.6000000000000001,3,0.2
92.26,1,68.07,2,0,5.2,1,2,1,1,0,0,0,1,1.96,2,1.96
79.95,2,71.22,2,2,6.1,0,2,2,0,1,1,0,3,6.99,1,2.33
57.3,0,85.61,1,0,4.8,0,3,2,2,0,1,0,3,6.12,4,2.04
91.08,2,79.75,1,1,4.3,2,0,0,2,0,0,0,2,2.68,4,1.34
94.97,2,85.07,2,0,4.8,0,1,0,1,0,1,0,3,4.92,2,1.64
100.0,2,58.99,2,0,2.8,2,2,2,2,1,1,0,5,6.2,5,1.24
56.27,1,75.58,1,0,3.5,1,3,0,2,0,1,0,4,6.6000000000000005,4,1.65
75.4,2,84.67,1,0,4.2,1,0,0,2,0,1,0,4,5.04,4,1.26
42.85,1,90.06,2,0,5.9,2,2,2,2,0,0,0,2,4.34,4,2.17
79.74,1,59.52,1,1,7.3,2,3,2,0,1,1,0,5,14.2,1,2.84
64.33,1,71.49,1,1,4.0,1,3,2,1,0,0,0,1,1.85,2,1.85
98.93,0,85.34,2,0,2.4,0,0,1,1,0,1,0,3,2.16,2,0.72
61.16,2,73.08,2,0,4.6,0,2,2,2,1,1,0,3,5.34,5,1.7799999999999998
48.35,1,65.9,2,2,8.5,2,3,1,2,1,0,0,2,6.5,5,3.25
65.4,0,59.5,2,2,2.6,0,2,2,1,0,0,1,0,0.0,2,1.2800000000000002
44.34,0,65.51,2,2,6.3,0,0,2,1,0,1,0,3,5.97,2,1.99
82.52,0,58.11,1,1,7.2,1,0,1,0,0,0,0,1,2.21,0,2.21
43.09,1,75.58,2,0,3.8,2,2,1,2,0,0,0,2,3.08,4,1.54
72.4,1,83.96,1,0,3.1,1,0,0,1,0,0,0,1,0.93,2,0.93
42.91,1,62.39,2,1,5.6,0,3,0,0,1,0,1,0,0.0,1,2.33
67.52,0,77.58,2,0,5.2,0,2,0,0,1,0,1,0,0.0,1,1.96
95.01,1,83.45,2,0,5.9,1,3,1,2,0,1,0,4,9.48,4,2.37
77.05,2,74.97,2,0,8.6,0,2,2,0,0,0,1,0,0.0,0,2.9799999999999995
59.91,1,58.89,2,0,4.8,0,1,1,0,0,1,0,3,4.92,0,1.64
71.56,1,78.86,2,0,2.1,1,3,2,0,0,1,0,4,4.92,0,1.23
72.25,2,74.45,1,2,4.6,0,3,2,0,1,1,0,3,6.24,1,2.08
78.62,1,73.43,2,2,5.0,1,2,2,0,0,0,0,1,2.0,0,2.0
52.86,1,69.53,2,2,7.0,2,2,0,2,0,1,0,5,13.0,4,2.6
80.3,1,75.87,1,1,4.1,0,3,1,2,1,0,1,0,0.0,5,1.88
34.14,1,80.1,1,0,3.7,0,0,1,2,0,0,1,0,0.0,4,1.11
63.18,0,98.91,2,0,1.8,1,3,0,2,1,0,1,1,1.14,5,1.14
65.16,1,76.12,1,1,5.6,2,1,2,1,0,1,0,5,9.65,2,1.93
80.87,2,90.11,1,0,10.0,0,0,0,2,0,0,1,0,0.0,4,3.0
72.32,2,78.58,2,0,4.1,0,0,2,2,1,1,0,3,3.69,5,1.2299999999999998
52.32,0,74.0,2,2,5.4,2,2,0,2,0,0,0,2,4.24,4,2.12
58.21,1,76.49,1,0,3.4,0,2,1,0,0,1,0,3,4.26,0,1.42
74.78,2,62.78,2,0,1.9,1,3,0,0,0,1,0,4,4.68,0,1.17
70.89,0,78.06,1,2,5.4,2,3,1,0,1,0,0,2,4.640000000000001,1,2.3200000000000003
63.89,1,55.08,1,1,4.6,2,2,2,2,1,0,0,2,3.66,5,1.83
65.27,0,66.37,1,2,0.0,0,3,0,1,0,0,1,0,0.0,2,0.7000000000000001
81.75,1,76.1,1,1,7.7,2,0,0,1,1,1,0,5,11.8,3,2.36
64.75,0,86.94,2,1,5.3,2,3,0,2,0,0,0,2,4.48,4,2.24
70.77,0,89.31,2,0,4.6,2,0,0,1,1,1,0,5,6.9,3,1.38
100.0,2,72.63,2,2,3.7,0,2,1,1,0,1,0,3,4.830000000000001,2,1.6100000000000003
52.07,2,76.56,2,0,5.3,2,3,1,2,1,1,0,5,10.95,5,2.19
46.07,0,84.84,2,1,5.4,0,0,0,0,0,0,1,0,0.0,0,1.6700000000000002
82.97,1,61.71,2,0,5.3,2,1,1,1,0,0,0,2,3.58,2,1.7899999999999998
62.5,1,79.05,2,2,6.6,1,1,0,0,1,0,0,1,2.28,1,2.28
67.54,1,66.72,2,1,7.1,2,1,1,2,0,0,0,2,4.76,4,2.38
61.06,1,73.28,2,0,8.5,2,0,1,0,1,1,0,5,12.75,1,2.55
68.36,1,70.41,2,0,2.8,2,3,1,1,1,1,0,5,7.199999999999999,3,1.44
94.38,2,79.35,2,1,3.4,1,1,0,0,0,0,0,1,1.27,0,1.27
83.23,0,80.5,2,1,5.2,2,2,0,0,0,0,0,2,4.02,0,2.01
84.07,2,83.91,1,0,2.9,1,2,1,0,1,1,0,4,5.08,1,1.27
52.17,1,78.48,2,0,3.3,1,2,2,2,0,0,0,1,1.39,4,1.39
55.88,0,76.72,2,0,5.5,1,1,1,2,0,1,0,4,7.399999999999999,4,1.85
32.25,1,93.54,2,1,6.3,0,1,0,2,0,1,0,3,6.419999999999999,4,2.14
60.67,1,59.76,2,0,7.1,0,3,2,2,1,0,1,0,0.0,5,2.73
85.39,0,91.96,2,0,4.1,1,0,0,0,1,1,0,4,4.919999999999999,1,1.2299999999999998
79.24,1,72.1,1,0,5.4,0,2,2,1,0,1,0,3,6.0600000000000005,2,2.02
68.9,2,80.71,1,0,5.0,1,3,2,0,1,1,0,4,8.4,1,2.1
71.69,2,71.74,2,0,4.5,0,0,0,0,1,0,1,0,0.0,1,1.35
62.36,2,67.97,2,0,2.9,0,1,1,0,1,1,0,3,3.21,1,1.07
74.87,1,79.85,2,2,2.6,2,0,0,1,0,0,0,2,1.76,2,0.88
82.72,2,85.42,1,0,5.8,0,2,0,1,0,1,0,3,6.42,2,2.14
49.38,1,79.73,2,1,2.8,0,0,1,1,0,0,1,0,0.0,2,0.89
76.2,1,69.58,2,2,0.9,2,0,1,0,0,1,0,5,1.85,0,0.37
85.05,2,100.0,1,0,4.4,1,1,2,2,1,1,0,4,6.08,5,1.52
66.19,2,86.99,1,2,7.4,2,1,2,2,1,1,0,5,12.6,5,2.5200000000000005
81.81,1,84.33,2,0,0.0,0,3,1,0,0,1,0,3,1.8000000000000005,0,0.6000000000000001
100.0,1,71.47,2,0,3.9,0,1,0,2,0,0,1,0,0.0,4,1.37
70.54,1,68.75,1,0,5.9,1,1,1,2,1,1,0,4,7.88,5,1.97
77.51,1,72.2,2,0,0.9,0,2,1,0,0,1,0,3,2.01,0,0.67
61.67,2,85.81,2,0,4.1,2,2,1,0,0,0,0,2,3.26,0,1.63
74.54,1,65.09,1,0,2.2,1,0,0,2,0,1,0,4,2.64,4,0.66
78.44,1,64.32,2,0,2.5,2,2,0,0,0,1,0,5,5.75,0,1.15
74.73,1,80.4,1,0,3.7,0,3,2,2,0,0,1,0,0.0,4,1.7100000000000002
57.72,1,78.19,2,0,2.3,1,3,1,1,0,1,0,4,5.16,2,1.29
74.89,1,67.3,2,0,2.1,0,0,1,1,1,0,1,0,0.0,3,0.63
92.47,0,64.09,1,1,4.4,0,3,0,0,1,1,0,3,5.91,1,1.97
78.28,0,89.38,1,1,9.0,2,3,1,2,0,0,0,2,6.699999999999999,4,3.35
85.47,0,78.57,1,0,6.0,0,1,0,1,0,1,0,3,5.999999999999999,2,2.0
68.68,2,61.36,1,2,6.5,2,0,2,0,1,0,0,2,4.1,1,2.05
82.5,1,62.06,1,0,6.1,0,3,2,1,1,0,1,0,0.0,3,2.43
75.91,2,71.38,1,2,3.1,2,0,2,1,0,0,0,2,2.06,2,1.03
58.69,1,82.33,1,1,5.1,2,3,0,0,0,1,0,5,10.9,0,2.18
76.46,0,80.95,1,0,6.7,1,2,0,1,0,1,0,4,9.64,2,2.41
58.12,1,86.32,1,1,6.2,1,0,1,0,1,0,0,1,1.91,1,1.91
63.14,2,60.1,2,0,4.9,0,2,2,0,0,1,0,3,5.61,0,1.87
74.65,2,77.24,2,0,5.5,0,0,0,1,0,0,1,0,0.0,2,1.65
76.16,1,89.26,1,0,9.4,1,2,2,1,1,0,0,1,3.22,3,3.22
55.35,2,88.33,2,0,6.2,2,1,2,2,1,1,0,5,10.3,5,2.06
86.76,0,78.59,1,0,3.9,2,2,2,1,0,0,0,2,3.14,2,1.5699999999999998
80.01,1,98.48,1,0,4.4,1,3,1,2,0,1,0,4,7.680000000000001,4,1.92
62.13,0,81.09,2,2,2.4,1,1,0,0,1,0,0,1,1.02,1,1.02
50.47,0,85.43,1,0,9.2,0,2,0,1,0,1,0,3,9.48,2,3.16
69.97,2,75.44,1,0,7.7,2,1,0,1,0,0,0,2,5.0200000000000005,2,2.51
65.76,1,67.19,1,0,4.7,1,1,1,0,1,0,0,1,1.61,1,1.61
73.58,0,66.25,1,0,8.9,2,3,1,1,0,1,0,5,16.35,2,3.27
66.92,0,76.82,2,0,5.8,2,2,1,2,1,1,0,5,10.7,5,2.14
43.9,1,72.88,1,0,3.6,1,1,1,1,0,1,0,4,5.12,2,1.28
66.56,2,57.31,2,0,6.3,2,3,0,2,1,0,0,2,4.98,5,2.49
67.72,0,64.74,2,2,5.3,0,0,1,1,1,0,1,0,0.0,3,1.69
80.87,1,71.82,1,1,6.2,1,0,0,1,1,1,0,4,7.64,3,1.91
62.23,1,82.27,2,0,1.8,2,1,2,0,1,1,0,5,3.7,1,0.74
95.5,0,74.84,2,0,2.9,1,1,0,2,0,1,0,4,4.28,4,1.07
45.24,0,74.28,2,2,7.5,1,1,2,0,1,1,0,4,10.2,1,2.5500000000000003
90.36,0,65.13,2,1,7.9,2,3,1,0,0,1,0,5,15.1,0,3.02
68.86,2,75.23,1,1,7.3,0,3,2,0,1,1,0,3,8.52,1,2.84
84.03,2,88.19,1,0,8.9,1,2,1,2,1,1,0,4,12.28,5,3.07
73.12,1,76.56,1,1,5.7,2,0,0,0,1,1,0,5,8.8,1,1.76
87.95,1,59.93,2,0,5.5,1,1,0,2,0,1,0,4,7.399999999999999,4,1.85
66.58,0,62.48,2,0,2.7,1,1,1,2,1,1,0,4,4.04,5,1.01
56.62,1,80.89,1,2,3.3,2,3,0,1,0,0,0,2,3.38,2,1.69
91.89,2,72.76,2,0,0.5,0,3,2,2,1,1,1,3,2.2500000000000004,5,0.7500000000000001
70.41,1,74.25,2,1,3.9,2,2,2,2,0,0,0,2,3.24,4,1.62
75.1,1,68.87,1,0,0.4,1,0,2,1,0,0,0,1,0.12,2,0.12
89.29,0,80.03,2,2,6.7,0,1,1,0,0,0,1,0,0.0,0,2.31
57.55,0,71.99,2,2,5.3,0,3,2,1,0,0,1,0,0.0,2,2.29
80.34,2,73.13,1,0,0.4,0,0,2,1,0,0,1,0,0.0,2,0.12
63.74,1,66.49,1,0,4.1,0,2,2,1,0,0,1,0,0.0,2,1.63
70.15,1,84.22,1,2,8.4,1,0,2,2,1,0,0,1,2.62,5,2.62
73.01,1,72.79,1,2,4.2,2,1,2,1,0,1,0,5,7.800000000000001,2,1.56
51.0,0,81.08,1,2,2.5,2,3,2,2,1,1,0,5,7.250000000000001,5,1.4500000000000002
61.1,2,63.06,1,2,0.9,0,1,1,2,1,0,1,0,0.0,5,0.5700000000000001
90.92,1,92.34,1,1,1.0,0,0,2,2,0,0,1,0,0.0,4,0.35
84.41,1,87.77,2,0,5.6,2,3,1,2,0,0,0,2,4.5600000000000005,4,2.28
71.12,1,55.9,1,0,3.6,0,2,1,0,1,0,1,0,0.0,1,1.48
75.4,1,66.98,2,0,3.8,2,2,1,2,1,0,0,2,3.08,5,1.54
67.88,2,79.78,1,1,3.6,2,3,2,2,0,1,0,5,8.65,4,1.7300000000000002
90.99,2,61.8,2,1,4.2,0,2,2,1,1,0,1,0,0.0,3,1.7100000000000002
69.2,2,73.68,2,2,2.0,2,2,1,1,1,0,0,2,2.2,3,1.1
75.25,0,79.27,2,1,5.1,2,3,1,2,0,1,0,5,10.9,4,2.18
88.04,1,73.15,2,0,1.7,2,1,2,0,1,0,0,2,1.42,1,0.71
61.12,1,80.39,2,1,3.0,0,0,0,0,0,0,1,0,0.0,0,0.95
93.82,1,68.07,1,2,6.5,1,1,0,1,0,0,0,1,2.25,2,2.25
50.57,1,52.56,1,0,5.3,1,0,0,0,1,1,0,4,6.359999999999999,1,1.59
94.81,2,84.82,1,1,5.9,1,0,2,1,1,0,0,1,1.82,3,1.82
66.78,0,84.76,2,0,8.8,1,3,1,0,1,1,0,4,12.96,1,3.24
68.6,0,100.0,2,0,4.4,1,2,0,0,0,1,0,4,6.880000000000001,0,1.7200000000000002
45.54,1,52.93,2,0,4.5,0,2,1,0,1,1,0,3,5.25,1,1.75
65.63,2,82.51,1,0,4.0,0,0,2,1,1,0,1,0,0.0,3,1.2
57.44,0,55.31,2,1,3.6,1,0,1,1,0,0,0,1,1.13,2,1.13
63.49,0,92.56,2,0,2.5,1,3,0,2,1,0,0,1,1.35,5,1.35
70.08,1,79.88,1,2,4.7,2,0,2,2,1,0,0,2,3.02,5,1.51
85.41,0,65.48,1,0,5.2,2,1,1,0,0,1,0,5,8.8,0,1.76
74.91,1,82.8,1,0,5.3,2,0,2,0,0,1,0,5,7.949999999999999,0,1.59
76.31,2,69.47,2,0,4.6,1,1,0,0,1,0,0,1,1.5799999999999998,1,1.5799999999999998
56.66,1,78.0,2,0,6.4,1,3,0,1,0,0,0,1,2.52,2,2.52
59.67,0,77.06,1,0,4.6,0,0,0,0,1,0,1,0,0.0,1,1.38
97.18,1,92.44,2,0,3.7,2,2,2,2,0,1,0,5,7.550000000000001,4,1.5100000000000002
61.71,1,93.15,2,1,2.6,2,3,2,0,0,0,0,2,2.8600000000000003,0,1.4300000000000002
95.19,1,69.03,2,1,1.4,0,0,0,2,0,1,1,3,1.41,4,0.47
68.6,1,85.58,2,0,7.4,0,0,2,0,1,0,1,0,0.0,1,2.22
72.03,1,78.55,1,1,3.1,0,1,2,0,0,0,1,0,0.0,0,1.18
86.99,1,60.87,2,2,2.6,2,0,0,0,0,1,0,5,4.4,0,0.88
89.81,0,68.04,2,0,3.7,0,1,0,2,0,1,0,3,3.93,4,1.31
70.45,1,98.36,1,0,3.9,1,1,1,2,0,1,0,4,5.48,4,1.37
66.56,0,78.58,2,2,7.8,1,2,0,1,1,1,0,4,11.36,3,2.84
71.22,1,85.0,2,0,3.8,1,2,2,2,0,1,0,4,6.16,4,1.54
76.73,2,72.88,1,2,9.8,0,2,1,0,1,0,1,0,0.0,1,3.44
84.48,1,69.6,2,0,4.6,2,3,2,2,1,0,0,2,3.96,5,1.98
72.06,0,75.27,1,0,8.6,2,2,1,0,0,1,0,5,14.9,0,2.9799999999999995
80.66,0,72.34,2,0,6.3,0,1,2,0,1,0,1,0,0.0,1,2.09
94.94,2,60.07,2,2,5.2,0,0,1,2,0,1,0,3,4.98,4,1.66
77.34,1,64.97,2,1,7.7,2,1,1,1,1,1,0,5,12.8,3,2.56
76.36,2,82.08,1,1,6.7,1,2,2,2,0,0,0,1,2.4599999999999995,4,2.4599999999999995
50.74,1,71.19,2,0,5.8,1,0,1,2,1,0,0,1,1.74,5,1.74
35.17,1,75.26,2,0,9.1,2,1,2,0,1,1,1,5,14.65,1,2.93
77.44,0,77.35,1,0,3.5,0,0,2,2,0,1,0,3,3.1500000000000004,4,1.05
70.67,2,78.13,2,0,2.5,1,1,1,1,0,0,0,1,0.95,2,0.95
64.79,2,86.47,2,0,3.1,1,0,0,0,1,0,0,1,0.93,1,0.93
75.41,0,64.01,2,0,8.0,1,0,0,2,1,0,0,1,2.4,5,2.4
71.15,0,80.7,1,2,7.4,0,2,0,1,0,1,0,3,8.16,2,2.72
87.79,2,82.55,1,0,3.4,0,3,2,0,1,1,0,3,4.86,1,1.62
73.21,0,84.86,1,2,0.0,1,2,2,1,1,1,0,4,2.0,3,0.5
61.54,1,60.87,2,0,4.1,0,0,0,1,1,1,0,3,3.69,3,1.2299999999999998
85.86,2,77.55,1,0,2.5,2,0,2,0,0,1,0,5,3.75,0,0.75
68.96,2,92.16,2,0,3.5,0,2,0,2,1,1,0,3,4.3500000000000005,5,1.4500000000000002
79.37,0,74.01,1,0,2.4,2,1,2,1,0,0,0,2,1.84,2,0.92
65.32,1,79.83,1,1,1.3,1,0,2,0,0,0,0,1,0.44,0,0.44
62.9,2,82.8,2,2,8.3,1,1,2,2,1,0,0,1,2.7900000000000005,5,2.7900000000000005
73.18,2,64.75,1,2,3.1,2,2,0,1,0,0,0,2,2.8600000000000003,2,1.4300000000000002
72.18,1,93.34,1,1,7.3,1,3,1,0,0,1,0,4,11.36,0,2.84
78.72,0,80.0,2,0,4.1,1,3,2,1,0,0,0,1,1.83,2,1.83
68.24,0,80.2,2,0,2.2,1,0,2,2,0,1,0,4,2.64,4,0.66
46.29,0,58.38,2,0,5.5,0,1,0,2,0,1,0,3,5.55,4,1.85
65.94,0,82.95,2,0,3.7,0,2,0,2,0,0,1,0,0.0,4,1.5100000000000002
83.11,1,80.06,2,1,4.1,2,0,2,0,0,0,0,2,2.56,0,1.2799999999999998
67.84,1,91.24,2,0,4.8,2,3,2,2,0,1,0,5,10.2,4,2.04
68.55,2,71.89,2,0,2.9,0,3,1,2,1,0,1,0,0.0,5,1.4700000000000002
85.81,2,65.12,2,1,1.3,1,1,2,0,0,1,0,4,2.5600000000000005,0,0.6400000000000001
62.03,1,68.18,1,0,4.4,0,0,2,2,1,0,1,0,0.0,5,1.32
50.4,2,69.95,2,2,6.4,1,1,2,2,0,0,0,1,2.22,4,2.22
69.75,1,63.81,1,2,2.7,2,1,1,2,0,1,0,5,5.550000000000001,4,1.11
65.22,0,87.9,2,0,4.8,2,0,2,0,1,0,0,2,2.88,1,1.44
58.47,1,88.28,2,1,7.5,2,2,1,2,1,1,0,5,13.499999999999998,5,2.7
69.54,1,73.04,1,1,4.3,0,3,0,1,1,1,0,3,5.82,3,1.94
78.88,2,71.07,1,1,4.7,0,0,2,0,1,0,1,0,0.0,1,1.46
71.87,1,56.85,1,0,4.6,1,3,2,1,1,1,0,4,7.92,3,1.98
76.3,0,81.96,2,1,3.1,2,2,2,0,1,0,0,2,2.76,1,1.38
97.39,0,91.53,2,0,2.5,1,3,2,0,0,0,0,1,1.35,0,1.35
67.2,2,68.63,2,2,2.5,1,3,1,0,1,0,0,1,1.4500000000000002,1,1.4500000000000002
75.9,2,73.83,2,0,5.2,0,1,0,1,0,0,1,0,0.0,2,1.76
64.87,1,79.34,1,2,6.0,0,1,0,2,1,1,0,3,6.299999999999999,5,2.1
60.15,2,92.24,2,2,6.1,1,1,1,2,1,1,0,4,8.52,5,2.13
63.81,0,77.0,1,0,3.7,1,2,1,2,0,0,0,1,1.5100000000000002,4,1.5100000000000002
65.3,2,76.95,2,2,6.7,1,1,1,2,0,0,0,1,2.31,4,2.31
77.03,2,76.79,2,2,5.1,0,3,1,0,1,1,0,3,6.69,1,2.23
100.0,0,60.75,1,0,4.6,1,3,2,0,0,1,0,4,7.92,0,1.98
61.98,1,60.53,2,0,0.0,0,3,2,1,1,0,1,0,0.0,3,0.6000000000000001
66.17,1,66.92,1,0,2.9,2,0,1,2,1,0,0,2,1.74,5,0.87
71.12,2,85.13,2,0,1.5,2,3,2,0,0,0,0,2,2.1,0,1.05
77.54,0,71.65,2,2,5.8,1,1,2,2,1,0,0,1,2.04,5,2.04
75.69,0,69.7,2,1,4.7,0,2,0,2,0,1,0,3,5.58,4,1.86
89.98,0,69.53,2,1,2.4,2,2,2,1,0,0,0,2,2.3400000000000003,2,1.1700000000000002
38.03,1,73.62,2,2,5.1,0,3,0,0,0,0,1,0,0.0,0,2.23
38.58,0,92.02,1,1,1.7,0,3,2,2,1,0,1,0,0.0,5,1.16
65.06,0,73.49,2,1,2.4,2,0,0,1,1,1,0,5,3.85,3,0.77
87.36,1,67.14,2,2,3.1,1,3,0,1,0,0,0,1,1.63,2,1.63
50.08,0,75.25,2,0,5.6,1,3,0,2,1,1,0,4,9.12,5,2.28
29.89,1,92.55,2,0,7.3,2,3,0,2,1,0,1,2,5.58,5,2.79
80.0,2,69.97,1,0,3.3,0,0,1,1,0,0,1,0,0.0,2,0.99
75.41,2,63.19,2,0,7.1,1,2,2,1,0,1,0,4,10.12,2,2.53
56.74,2,69.99,1,0,4.6,0,3,1,2,1,0,1,0,0.0,5,1.98
58.2,2,76.29,1,0,5.0,2,2,2,2,0,0,0,2,3.8,4,1.9
58.42,2,81.88,1,0,4.4,1,0,1,1,1,1,0,4,5.28,3,1.32
73.55,1,85.07,1,1,4.1,1,0,2,0,1,1,0,4,5.119999999999999,1,1.2799999999999998
63.23,1,64.54,1,0,5.4,1,3,1,1,0,1,0,4,8.88,2,2.22
78.92,1,65.49,2,1,6.0,2,0,1,1,0,1,0,5,9.25,2,1.85
32.04,0,71.77,1,0,2.7,2,0,0,0,1,0,1,2,1.62,1,0.81
60.0,2,81.84,1,1,4.1,2,2,1,2,1,0,0,2,3.36,5,1.68
56.24,0,62.4,1,0,7.8,0,1,0,1,1,1,0,3,7.62,3,2.54
68.41,0,68.93,1,0,4.9,0,2,0,2,0,0,1,0,0.0,4,1.87
64.47,0,69.07,1,0,5.1,0,3,1,0,0,0,1,0,0.0,0,2.13
83.17,2,84.42,1,1,6.8,1,0,2,1,0,0,0,1,2.09,2,2.09
45.97,0,80.28,2,1,3.5,1,3,1,2,0,0,0,1,1.7000000000000002,4,1.7000000000000002
72.64,2,84.04,2,2,4.4,1,2,0,2,1,0,0,1,1.8200000000000005,5,1.8200000000000005
79.82,2,88.39,1,1,6.1,2,0,0,2,1,0,0,2,3.76,5,1.88
97.99,2,71.94,1,0,7.0,2,3,1,2,1,0,0,2,5.4,5,2.7
65.26,0,63.13,1,0,0.0,1,3,1,2,1,1,1,4,2.4000000000000004,5,0.6000000000000001
76.54,2,63.19,1,0,3.0,2,2,1,2,0,0,0,2,2.6,4,1.2999999999999998
46.75,2,56.62,1,2,2.5,0,3,1,1,0,1,0,3,4.3500000000000005,2,1.4500000000000002
38.51,1,70.41,2,2,4.3,0,0,2,1,0,0,1,0,0.0,2,1.39
83.83,0,71.16,2,1,2.7,2,3,0,0,1,0,0,2,2.9200000000000004,1,1.4600000000000002
71.92,1,82.88,2,0,5.8,0,0,1,2,1,1,0,3,5.22,5,1.74
88.5,1,75.17,2,0,4.8,0,3,1,0,0,1,0,3,6.12,0,2.04
52.77,0,70.1,2,2,6.3,0,2,1,1,1,1,0,3,7.17,3,2.39
79.28,1,73.84,2,2,6.4,1,0,0,0,1,1,0,4,8.08,1,2.02
98.16,2,64.61,1,0,5.9,2,3,0,1,1,1,0,5,11.85,3,2.37
77.88,1,85.25,1,2,3.8,2,1,0,1,1,1,0,5,7.199999999999999,3,1.44
75.87,1,67.14,2,0,4.7,1,0,1,0,1,0,0,1,1.41,1,1.41
72.12,2,63.6,1,0,3.6,0,0,0,1,0,0,1,0,0.0,2,1.08
50.01,1,83.18,2,1,1.8,1,0,1,1,0,1,0,4,2.3600000000000003,2,0.5900000000000001
90.98,2,80.74,2,0,6.4,0,1,1,0,1,0,1,0,0.0,1,2.12
63.45,0,57.76,2,0,4.3,1,2,2,0,1,1,0,4,6.76,1,1.69
79.06,1,83.55,1,0,1.5,0,3,2,2,1,1,1,3,3.1500000000000004,5,1.05
50.12,0,67.58,1,2,5.6,1,1,2,0,0,1,0,4,7.92,0,1.98
55.49,1,71.26,2,0,4.1,1,3,0,1,1,1,0,4,7.319999999999999,3,1.83
92.09,2,76.87,1,0,0.4,0,1,2,2,1,0,1,0,0.0,5,0.32
67.14,1,80.87,2,0,1.8,0,1,0,1,1,1,0,3,2.22,3,0.74
