jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout,Income vs Admission,PSxIA,peer_focused_mh,parental_support
85.7,64.88,69.73,1,90.93,2,2,1.8,1,1,0,2,1,0,1,1,0.84,5,0.84
52.8,61.41,68.22,2,51.9,2,0,2.1,2,2,0,0,1,1,0,5,5.15,1,1.03
94.52,72.96,89.38,2,77.5,2,2,3.4,2,2,2,2,0,0,0,2,3.04,4,1.52
83.6,54.14,63.57,1,50.0,2,2,6.4,0,3,1,2,1,1,0,3,7.86,5,2.62
87.27,60.5,67.65,1,82.95,2,0,5.1,1,3,1,2,0,1,0,4,8.52,4,2.13
65.52,67.94,85.56,1,86.18,1,1,1.5,1,2,0,2,1,1,1,4,3.6,5,0.9
69.9,58.01,69.76,0,74.6,1,1,5.3,0,2,2,0,0,0,1,0,0.0,0,2.04
51.94,76.71,81.64,1,75.84,2,2,2.8,0,2,1,2,0,1,0,3,4.0200000000000005,4,1.34
64.65,95.91,57.06,0,75.74,2,0,3.5,1,2,1,0,0,1,0,4,5.800000000000001,0,1.4500000000000002
78.91,53.93,65.54,0,67.16,2,0,6.4,2,0,1,1,1,1,0,5,9.6,3,1.92
90.14,39.36,85.81,2,79.32,1,2,6.0,0,2,0,0,0,1,0,3,6.9,0,2.3
56.5,33.97,59.88,0,72.69,1,2,6.7,1,1,0,2,1,1,0,4,9.24,5,2.31
66.88,63.59,66.18,2,84.3,1,2,4.5,0,3,0,0,1,1,0,3,6.15,1,2.05
69.88,55.39,71.08,0,73.86,2,1,6.3,2,1,0,0,0,1,0,5,10.7,0,2.14
52.46,69.33,56.13,1,66.39,1,2,3.3,1,1,0,1,1,0,0,1,1.29,3,1.29
80.28,68.12,63.03,2,59.64,2,0,4.0,1,0,1,1,1,1,0,4,4.8,3,1.2
61.86,40.35,69.35,0,56.36,2,2,3.8,1,1,0,1,0,1,0,4,5.76,2,1.44
69.26,36.96,68.56,2,88.13,2,0,4.5,2,1,2,2,0,1,0,5,7.749999999999999,4,1.5499999999999998
65.67,70.73,83.36,1,70.42,2,0,1.9,0,1,0,0,1,0,1,0,0.0,1,0.77
60.95,68.17,86.5,0,78.39,1,0,4.0,2,3,0,0,0,1,0,5,9.0,0,1.8
71.9,59.19,57.73,0,92.83,2,0,7.4,2,0,0,1,0,0,0,2,4.44,2,2.22
68.98,39.49,69.34,1,69.37,2,0,2.3,2,1,1,2,0,1,0,5,4.449999999999999,4,0.8899999999999999
66.79,73.54,76.09,0,68.73,1,2,1.8,1,1,1,2,1,1,1,4,3.36,5,0.84
61.8,86.35,86.2,0,73.68,2,0,2.0,2,0,2,2,0,1,0,5,3.0,4,0.6
76.47,70.45,76.62,2,75.29,2,1,9.8,1,2,1,1,1,1,0,4,13.56,3,3.39
95.15,52.44,71.49,0,93.88,2,1,5.4,1,1,0,2,0,0,0,1,1.87,4,1.87
73.96,66.71,76.0,1,90.66,1,1,4.0,0,3,2,2,1,1,0,3,5.550000000000001,5,1.85
85.95,44.14,76.09,0,81.21,2,2,4.6,0,3,2,2,0,0,1,0,0.0,4,2.08
52.54,82.93,56.87,2,89.49,2,0,5.0,2,2,2,1,0,0,0,2,3.8,2,1.9
74.21,67.31,70.31,0,73.22,1,1,3.2,1,1,0,1,1,0,0,1,1.21,3,1.21
56.64,37.71,85.51,2,77.99,2,0,3.5,1,0,1,0,0,0,0,1,1.05,0,1.05
51.32,61.19,65.51,0,71.98,2,2,4.2,0,2,1,0,0,0,1,0,0.0,0,1.7600000000000002
61.65,73.41,69.55,2,62.1,2,2,3.1,1,3,0,0,0,1,0,4,6.5200000000000005,0,1.63
88.69,60.67,65.09,2,87.04,2,0,3.7,2,3,1,1,0,0,0,2,3.4200000000000004,2,1.7100000000000002
85.3,61.59,40.23,0,80.32,1,0,5.2,1,0,0,0,1,1,0,4,6.24,1,1.56
75.4,46.41,68.25,1,75.18,1,2,2.5,2,2,0,2,0,0,0,2,2.5,4,1.25
50.54,75.06,71.62,1,74.98,2,2,9.7,0,0,2,1,1,0,1,0,0.0,3,3.01
69.25,55.62,61.85,0,59.94,1,0,6.0,0,2,1,1,1,0,1,0,0.0,3,2.2
76.22,31.5,54.14,0,65.23,2,2,2.0,1,2,2,0,1,0,0,1,1.1,1,1.1
74.46,60.06,57.43,0,78.36,2,0,0.0,1,2,1,2,0,1,1,4,1.6,4,0.4
46.19,81.7,77.17,0,69.71,1,2,3.1,0,1,0,2,0,1,0,3,3.69,4,1.23
59.54,59.81,91.67,0,72.82,2,2,5.9,2,3,2,1,1,1,0,5,12.35,3,2.47
71.1,93.81,84.59,1,73.95,2,0,5.5,2,3,0,1,1,1,0,5,11.25,3,2.25
79.51,72.86,51.87,2,68.18,2,0,4.3,2,3,0,0,1,0,0,2,3.78,1,1.89
41.25,71.42,78.26,2,65.32,2,2,3.3,0,2,2,2,0,1,0,3,4.47,4,1.49
69.73,63.95,60.04,1,58.88,1,1,2.7,0,2,2,1,1,1,0,3,3.78,3,1.26
74.0,64.91,61.01,1,73.53,1,1,3.7,0,1,1,2,0,1,0,3,4.08,4,1.36
83.89,61.79,62.46,2,81.19,1,0,2.5,1,3,1,1,1,0,0,1,1.35,3,1.35
81.7,61.16,76.47,1,58.56,1,0,3.7,0,3,2,0,0,1,0,3,5.130000000000001,0,1.7100000000000002
80.16,74.49,79.51,0,74.76,1,0,7.2,2,1,1,1,1,0,0,2,4.720000000000001,3,2.3600000000000003
60.8,51.03,66.82,1,77.81,2,1,3.0,2,3,0,1,0,1,0,5,7.75,2,1.55
45.29,48.79,67.03,1,65.1,1,0,5.7,0,0,0,1,0,1,0,3,5.13,2,1.71
66.5,48.03,73.57,1,89.22,1,1,6.0,0,0,0,0,0,1,0,3,5.55,0,1.85
86.02,98.73,74.82,1,71.14,2,0,2.3,2,1,0,0,1,1,0,5,4.449999999999999,1,0.8899999999999999
91.51,74.49,82.11,2,73.99,2,0,2.8,0,3,0,0,0,0,1,0,0.0,0,1.44
81.95,70.87,52.59,2,73.39,2,2,6.6,1,1,0,1,1,0,0,1,2.28,3,2.28
78.01,49.08,68.24,2,57.29,2,0,2.6,0,1,1,1,0,0,1,0,0.0,2,0.98
77.31,75.97,55.18,2,85.09,2,1,4.4,2,1,2,2,0,1,0,5,7.85,4,1.57
64.21,64.13,67.39,0,65.44,1,0,8.6,2,3,2,0,0,1,0,5,15.9,0,3.18
70.18,69.43,65.29,0,72.63,1,2,6.5,0,1,1,0,0,0,1,0,0.0,0,2.25
95.37,50.37,67.44,2,80.98,1,1,4.7,2,3,1,1,1,1,0,5,10.299999999999995,3,2.06
58.8,68.56,58.4,2,89.61,2,0,6.2,0,0,1,0,0,0,1,0,0.0,0,1.86
94.61,59.22,50.15,2,64.2,1,2,4.4,2,1,2,2,1,1,0,5,8.100000000000001,5,1.62
67.49,53.75,42.87,1,70.54,2,0,6.5,2,1,1,0,0,0,0,2,4.3,0,2.15
90.56,77.75,66.43,0,88.82,1,0,0.4,2,3,1,0,0,0,0,2,1.4400000000000002,0,0.7200000000000001
52.3,41.4,62.83,0,79.64,2,2,4.2,0,0,2,0,1,0,1,0,0.0,1,1.36
80.2,75.04,59.89,1,81.71,1,0,0.3,0,3,1,2,1,1,1,3,2.0700000000000003,5,0.6900000000000001
61.69,76.95,83.87,1,64.49,1,1,4.8,0,2,0,2,1,1,0,3,5.67,5,1.89
52.19,51.93,57.69,1,71.21,2,1,4.0,1,3,2,0,1,1,0,4,7.4,1,1.85
75.06,52.87,85.0,0,73.32,2,0,7.2,1,0,2,2,1,1,0,4,8.64,5,2.16
86.13,62.43,87.49,1,66.42,2,0,5.9,1,0,2,1,1,0,0,1,1.77,3,1.77
60.17,70.51,44.59,1,58.25,1,0,3.4,2,1,1,0,1,1,0,5,6.1,1,1.22
51.01,63.55,69.11,1,69.9,2,2,3.7,2,3,2,2,1,0,0,2,3.620000000000001,5,1.8100000000000005
70.71,72.94,63.2,2,88.54,2,1,5.3,0,3,0,2,0,1,0,3,6.719999999999999,4,2.24
70.78,94.21,33.06,1,75.59,2,0,3.4,2,2,0,2,1,0,0,2,2.84,5,1.42
79.68,57.88,50.66,2,88.74,1,0,4.4,1,0,2,1,0,0,0,1,1.32,2,1.32
85.29,38.56,77.3,0,76.79,2,0,7.1,1,3,0,2,1,1,0,4,10.92,5,2.73
71.17,79.21,92.23,0,67.35,1,1,2.8,0,2,1,1,1,1,0,3,3.87,3,1.29
97.98,92.93,78.83,0,87.78,1,1,3.6,2,3,2,1,1,0,0,2,3.4600000000000004,3,1.7300000000000002
75.14,72.28,71.88,2,77.12,1,1,3.9,2,0,0,2,1,0,0,2,2.44,5,1.22
67.15,48.6,67.74,1,84.62,2,0,10.0,1,1,1,1,0,1,0,4,12.8,2,3.2
49.44,64.02,88.19,0,64.32,1,1,5.7,0,3,2,2,1,0,1,0,0.0,5,2.36
68.32,48.1,93.78,1,85.39,2,1,6.8,1,0,2,2,1,0,0,1,2.09,5,2.09
67.29,76.29,60.96,2,85.69,2,1,6.0,2,0,2,2,1,0,0,2,3.7,5,1.85
85.44,44.38,44.0,0,77.9,2,2,6.2,1,0,0,0,1,1,0,4,7.84,1,1.96
78.47,61.2,42.82,1,66.93,1,2,5.4,1,2,2,1,1,1,0,4,8.48,3,2.12
55.49,49.93,83.86,1,74.54,1,0,5.2,2,2,0,1,1,1,0,5,9.8,3,1.96
74.41,68.03,67.44,0,81.11,1,2,1.6,2,1,1,2,0,0,1,2,1.5599999999999998,4,0.7799999999999999
81.4,60.14,70.2,1,77.35,2,0,5.2,2,3,1,1,1,0,0,2,4.32,3,2.16
93.39,68.83,46.51,2,81.01,2,0,4.3,1,2,1,2,0,1,0,4,6.76,4,1.69
84.43,66.36,58.96,0,85.12,1,0,5.6,1,2,2,1,0,1,0,4,8.32,2,2.08
82.65,50.21,64.45,0,68.52,1,0,4.4,1,2,1,1,1,1,0,4,6.880000000000001,3,1.7200000000000002
72.84,76.03,70.49,0,63.45,2,0,6.0,0,3,0,2,1,0,1,0,0.0,5,2.4
77.44,65.22,63.22,0,74.62,2,0,6.4,0,1,0,2,1,1,0,3,6.36,5,2.12
89.49,50.18,55.55,2,71.7,2,0,0.0,2,1,0,2,0,1,1,5,1.0,4,0.2
53.34,100.0,58.59,2,82.86,2,0,3.6,0,1,0,1,1,0,1,0,0.0,3,1.28
67.11,73.62,82.5,1,64.26,1,0,0.8,2,3,0,0,0,0,0,2,1.6800000000000002,0,0.8400000000000001
61.18,63.55,70.94,2,85.2,1,0,5.0,1,3,0,0,1,0,0,1,2.1,1,2.1
77.31,88.64,75.35,1,88.54,2,0,3.9,2,1,1,1,1,1,0,5,6.85,3,1.37
89.22,95.47,57.21,1,75.0,1,0,7.2,1,0,2,1,0,0,0,1,2.16,2,2.16
63.64,63.67,32.55,0,75.61,1,2,4.9,2,3,0,2,1,1,0,5,10.85,5,2.1700000000000004
38.54,71.56,61.72,1,67.32,2,0,3.5,0,3,1,2,1,0,1,0,0.0,5,1.65
66.23,50.19,57.6,0,69.57,2,0,6.4,1,1,1,2,1,0,0,1,2.12,5,2.12
84.79,63.64,72.19,1,70.92,1,0,3.9,1,1,0,1,0,1,0,4,5.48,2,1.37
79.53,62.81,100.0,2,89.43,2,1,3.5,1,0,1,2,0,1,0,4,4.4,4,1.1
77.99,68.96,76.34,0,74.28,1,2,5.3,0,0,0,2,0,1,0,3,5.07,4,1.69
68.08,71.32,100.0,1,61.78,2,0,7.7,0,2,2,1,0,0,1,0,0.0,2,2.71
54.09,74.96,74.83,2,77.55,1,0,6.2,0,2,0,0,1,0,1,0,0.0,1,2.26
79.21,69.8,60.44,2,83.26,2,1,5.6,1,1,2,2,0,0,0,1,1.93,4,1.93
60.32,46.63,72.17,0,74.75,1,1,10.0,2,2,1,0,0,1,0,5,17.25,0,3.45
100.0,50.98,89.37,0,89.69,2,1,3.0,2,3,1,2,1,1,0,5,7.75,5,1.55
79.99,57.26,89.95,0,82.78,2,1,3.0,0,0,0,2,0,0,1,0,0.0,4,0.95
63.87,61.48,61.1,1,64.51,2,1,4.8,2,2,1,2,1,0,0,2,3.78,5,1.89
63.44,82.81,71.04,0,69.49,2,1,7.5,1,2,1,1,1,0,0,1,2.7,3,2.7
70.7,47.39,50.85,2,77.26,2,0,2.6,1,1,2,1,0,0,0,1,0.98,2,0.98
68.65,60.28,77.9,2,58.34,1,0,8.0,0,0,0,2,1,1,0,3,7.199999999999999,5,2.4
87.64,81.25,86.64,0,78.36,1,0,1.6,0,0,0,2,0,1,1,3,1.44,4,0.48
74.61,61.2,68.48,0,57.38,2,0,4.3,2,2,2,1,1,0,0,2,3.38,3,1.69
61.76,73.37,59.99,2,85.23,1,0,4.8,2,3,2,1,0,1,0,5,10.2,2,2.04
98.47,63.77,72.32,1,84.07,1,2,2.7,2,3,2,0,0,1,0,5,7.550000000000001,0,1.5100000000000002
72.69,70.11,73.01,2,80.05,2,0,3.3,0,3,0,1,1,0,1,0,0.0,3,1.59
82.76,62.34,68.97,2,68.24,1,0,6.1,0,3,2,2,0,0,1,0,0.0,4,2.43
63.48,76.67,70.14,2,76.7,1,2,7.4,0,3,0,1,0,0,1,0,0.0,2,2.9200000000000004
77.08,41.28,65.91,0,69.87,1,0,0.3,1,2,2,0,0,1,0,4,1.96,0,0.49
76.36,60.19,79.95,1,64.69,1,2,4.9,2,3,1,0,0,1,0,5,10.85,0,2.1700000000000004
45.54,70.75,76.83,1,71.61,2,0,4.3,0,2,0,2,1,1,0,3,5.07,5,1.69
100.0,74.54,56.2,0,81.98,1,0,4.7,0,1,0,1,0,1,0,3,4.83,2,1.61
90.07,89.89,55.87,2,75.44,1,0,3.9,0,2,0,0,1,0,1,0,0.0,1,1.5699999999999998
66.44,59.74,64.95,0,89.51,1,1,1.9,2,3,1,0,1,0,0,2,2.44,1,1.22
56.57,89.67,76.84,0,82.66,1,0,7.6,2,2,1,0,1,0,0,2,5.359999999999999,1,2.68
76.87,55.46,69.78,1,81.59,2,0,6.8,1,3,0,2,0,0,0,1,2.64,4,2.64
73.21,87.26,60.28,1,58.91,1,0,4.3,1,1,2,0,1,0,0,1,1.4899999999999998,1,1.4899999999999998
76.98,79.08,71.14,0,72.15,2,0,3.5,1,3,0,1,0,0,0,1,1.65,2,1.65
74.68,51.38,64.03,0,64.36,2,2,3.3,1,0,0,2,1,0,0,1,1.09,5,1.09
79.09,70.91,78.57,1,73.17,2,0,0.0,0,1,1,1,1,1,0,3,0.6000000000000001,3,0.2
92.26,65.18,72.0,1,68.07,2,0,5.2,1,2,1,1,0,0,0,1,1.96,2,1.96
79.95,76.01,64.22,2,71.22,2,2,6.1,0,2,2,0,1,1,0,3,6.99,1,2.33
57.3,62.43,70.78,0,85.61,1,0,4.8,0,3,2,2,0,1,0,3,6.12,4,2.04
91.08,61.08,83.78,2,79.75,1,1,4.3,2,0,0,2,0,0,0,2,2.68,4,1.34
94.97,87.91,61.16,2,85.07,2,0,4.8,0,1,0,1,0,1,0,3,4.92,2,1.64
100.0,64.42,72.83,2,58.99,2,0,2.8,2,2,2,2,1,1,0,5,6.2,5,1.24
56.27,79.22,67.15,1,75.58,1,0,3.5,1,3,0,2,0,1,0,4,6.6000000000000005,4,1.65
75.4,62.39,73.12,2,84.67,1,0,4.2,1,0,0,2,0,1,0,4,5.04,4,1.26
42.85,92.67,60.15,1,90.06,2,0,5.9,2,2,2,2,0,0,0,2,4.34,4,2.17
79.74,55.15,69.32,1,59.52,1,1,7.3,2,3,2,0,1,1,0,5,14.2,1,2.84
64.33,56.17,81.29,1,71.49,1,1,4.0,1,3,2,1,0,0,0,1,1.85,2,1.85
98.93,90.39,56.76,0,85.34,2,0,2.4,0,0,1,1,0,1,0,3,2.16,2,0.72
61.16,58.88,52.05,2,73.08,2,0,4.6,0,2,2,2,1,1,0,3,5.34,5,1.7799999999999998
48.35,91.62,52.5,1,65.9,2,2,8.5,2,3,1,2,1,0,0,2,6.5,5,3.25
65.4,80.27,53.95,0,59.5,2,2,2.6,0,2,2,1,0,0,1,0,0.0,2,1.2800000000000002
44.34,63.53,75.14,0,65.51,2,2,6.3,0,0,2,1,0,1,0,3,5.97,2,1.99
82.52,36.99,51.13,0,58.11,1,1,7.2,1,0,1,0,0,0,0,1,2.21,0,2.21
43.09,65.69,64.43,1,75.58,2,0,3.8,2,2,1,2,0,0,0,2,3.08,4,1.54
72.4,67.63,75.42,1,83.96,1,0,3.1,1,0,0,1,0,0,0,1,0.93,2,0.93
42.91,84.68,73.0,1,62.39,2,1,5.6,0,3,0,0,1,0,1,0,0.0,1,2.33
67.52,91.42,63.37,0,77.58,2,0,5.2,0,2,0,0,1,0,1,0,0.0,1,1.96
95.01,55.04,70.29,1,83.45,2,0,5.9,1,3,1,2,0,1,0,4,9.48,4,2.37
77.05,78.82,69.29,2,74.97,2,0,8.6,0,2,2,0,0,0,1,0,0.0,0,2.9799999999999995
59.91,78.25,65.31,1,58.89,2,0,4.8,0,1,1,0,0,1,0,3,4.92,0,1.64
71.56,83.17,65.47,1,78.86,2,0,2.1,1,3,2,0,0,1,0,4,4.92,0,1.23
72.25,73.98,94.83,2,74.45,1,2,4.6,0,3,2,0,1,1,0,3,6.24,1,2.08
78.62,34.92,77.71,1,73.43,2,2,5.0,1,2,2,0,0,0,0,1,2.0,0,2.0
52.86,63.51,97.77,1,69.53,2,2,7.0,2,2,0,2,0,1,0,5,13.0,4,2.6
80.3,47.51,62.04,1,75.87,1,1,4.1,0,3,1,2,1,0,1,0,0.0,5,1.88
34.14,62.76,66.98,1,80.1,1,0,3.7,0,0,1,2,0,0,1,0,0.0,4,1.11
63.18,81.68,52.01,0,98.91,2,0,1.8,1,3,0,2,1,0,1,1,1.14,5,1.14
65.16,70.88,58.29,1,76.12,1,1,5.6,2,1,2,1,0,1,0,5,9.65,2,1.93
80.87,84.37,90.82,2,90.11,1,0,10.0,0,0,0,2,0,0,1,0,0.0,4,3.0
72.32,71.47,61.74,2,78.58,2,0,4.1,0,0,2,2,1,1,0,3,3.69,5,1.2299999999999998
52.32,45.23,91.03,0,74.0,2,2,5.4,2,2,0,2,0,0,0,2,4.24,4,2.12
58.21,25.67,53.08,1,76.49,1,0,3.4,0,2,1,0,0,1,0,3,4.26,0,1.42
74.78,68.38,55.36,2,62.78,2,0,1.9,1,3,0,0,0,1,0,4,4.68,0,1.17
70.89,62.58,63.91,0,78.06,1,2,5.4,2,3,1,0,1,0,0,2,4.640000000000001,1,2.3200000000000003
63.89,50.37,67.24,1,55.08,1,1,4.6,2,2,2,2,1,0,0,2,3.66,5,1.83
65.27,38.79,79.08,0,66.37,1,2,0.0,0,3,0,1,0,0,1,0,0.0,2,0.7000000000000001
81.75,54.24,73.41,1,76.1,1,1,7.7,2,0,0,1,1,1,0,5,11.8,3,2.36
64.75,62.89,63.0,0,86.94,2,1,5.3,2,3,0,2,0,0,0,2,4.48,4,2.24
70.77,76.65,66.4,0,89.31,2,0,4.6,2,0,0,1,1,1,0,5,6.9,3,1.38
100.0,69.02,64.17,2,72.63,2,2,3.7,0,2,1,1,0,1,0,3,4.830000000000001,2,1.6100000000000003
52.07,91.73,57.02,2,76.56,2,0,5.3,2,3,1,2,1,1,0,5,10.95,5,2.19
46.07,49.43,57.34,0,84.84,2,1,5.4,0,0,0,0,0,0,1,0,0.0,0,1.6700000000000002
82.97,80.1,80.33,1,61.71,2,0,5.3,2,1,1,1,0,0,0,2,3.58,2,1.7899999999999998
62.5,66.76,46.06,1,79.05,2,2,6.6,1,1,0,0,1,0,0,1,2.28,1,2.28
67.54,77.11,87.41,1,66.72,2,1,7.1,2,1,1,2,0,0,0,2,4.76,4,2.38
61.06,59.02,63.88,1,73.28,2,0,8.5,2,0,1,0,1,1,0,5,12.75,1,2.55
68.36,83.15,58.73,1,70.41,2,0,2.8,2,3,1,1,1,1,0,5,7.199999999999999,3,1.44
94.38,70.72,76.88,2,79.35,2,1,3.4,1,1,0,0,0,0,0,1,1.27,0,1.27
83.23,55.13,85.82,0,80.5,2,1,5.2,2,2,0,0,0,0,0,2,4.02,0,2.01
84.07,65.81,81.41,2,83.91,1,0,2.9,1,2,1,0,1,1,0,4,5.08,1,1.27
52.17,62.17,74.02,1,78.48,2,0,3.3,1,2,2,2,0,0,0,1,1.39,4,1.39
55.88,73.83,81.04,0,76.72,2,0,5.5,1,1,1,2,0,1,0,4,7.399999999999999,4,1.85
32.25,47.12,47.4,1,93.54,2,1,6.3,0,1,0,2,0,1,0,3,6.419999999999999,4,2.14
60.67,65.53,61.74,1,59.76,2,0,7.1,0,3,2,2,1,0,1,0,0.0,5,2.73
85.39,72.32,57.07,0,91.96,2,0,4.1,1,0,0,0,1,1,0,4,4.919999999999999,1,1.2299999999999998
79.24,66.53,82.7,1,72.1,1,0,5.4,0,2,2,1,0,1,0,3,6.0600000000000005,2,2.02
68.9,87.55,63.4,2,80.71,1,0,5.0,1,3,2,0,1,1,0,4,8.4,1,2.1
71.69,78.38,78.14,2,71.74,2,0,4.5,0,0,0,0,1,0,1,0,0.0,1,1.35
62.36,65.88,74.43,2,67.97,2,0,2.9,0,1,1,0,1,1,0,3,3.21,1,1.07
74.87,69.47,57.65,1,79.85,2,2,2.6,2,0,0,1,0,0,0,2,1.76,2,0.88
82.72,70.73,60.96,2,85.42,1,0,5.8,0,2,0,1,0,1,0,3,6.42,2,2.14
49.38,72.45,83.53,1,79.73,2,1,2.8,0,0,1,1,0,0,1,0,0.0,2,0.89
76.2,36.79,58.69,1,69.58,2,2,0.9,2,0,1,0,0,1,0,5,1.85,0,0.37
85.05,61.18,69.5,2,100.0,1,0,4.4,1,1,2,2,1,1,0,4,6.08,5,1.52
66.19,42.25,58.61,2,86.99,1,2,7.4,2,1,2,2,1,1,0,5,12.6,5,2.5200000000000005
81.81,86.45,64.23,1,84.33,2,0,0.0,0,3,1,0,0,1,0,3,1.8000000000000005,0,0.6000000000000001
100.0,65.03,67.45,1,71.47,2,0,3.9,0,1,0,2,0,0,1,0,0.0,4,1.37
70.54,62.91,58.61,1,68.75,1,0,5.9,1,1,1,2,1,1,0,4,7.88,5,1.97
77.51,80.35,56.47,1,72.2,2,0,0.9,0,2,1,0,0,1,0,3,2.01,0,0.67
61.67,72.76,71.44,2,85.81,2,0,4.1,2,2,1,0,0,0,0,2,3.26,0,1.63
74.54,47.94,57.86,1,65.09,1,0,2.2,1,0,0,2,0,1,0,4,2.64,4,0.66
78.44,64.87,58.27,1,64.32,2,0,2.5,2,2,0,0,0,1,0,5,5.75,0,1.15
74.73,60.64,56.73,1,80.4,1,0,3.7,0,3,2,2,0,0,1,0,0.0,4,1.7100000000000002
57.72,38.09,67.07,1,78.19,2,0,2.3,1,3,1,1,0,1,0,4,5.16,2,1.29
74.89,54.96,79.32,1,67.3,2,0,2.1,0,0,1,1,1,0,1,0,0.0,3,0.63
92.47,63.06,86.08,0,64.09,1,1,4.4,0,3,0,0,1,1,0,3,5.91,1,1.97
78.28,64.16,59.29,0,89.38,1,1,9.0,2,3,1,2,0,0,0,2,6.699999999999999,4,3.35
85.47,42.28,93.8,0,78.57,1,0,6.0,0,1,0,1,0,1,0,3,5.999999999999999,2,2.0
68.68,84.43,55.94,2,61.36,1,2,6.5,2,0,2,0,1,0,0,2,4.1,1,2.05
82.5,64.37,81.0,1,62.06,1,0,6.1,0,3,2,1,1,0,1,0,0.0,3,2.43
75.91,66.6,59.34,2,71.38,1,2,3.1,2,0,2,1,0,0,0,2,2.06,2,1.03
58.69,72.41,57.55,1,82.33,1,1,5.1,2,3,0,0,0,1,0,5,10.9,0,2.18
76.46,53.39,59.06,0,80.95,1,0,6.7,1,2,0,1,0,1,0,4,9.64,2,2.41
58.12,73.3,67.37,1,86.32,1,1,6.2,1,0,1,0,1,0,0,1,1.91,1,1.91
63.14,60.13,74.96,2,60.1,2,0,4.9,0,2,2,0,0,1,0,3,5.61,0,1.87
74.65,51.65,76.04,2,77.24,2,0,5.5,0,0,0,1,0,0,1,0,0.0,2,1.65
76.16,75.18,56.67,1,89.26,1,0,9.4,1,2,2,1,1,0,0,1,3.22,3,3.22
55.35,89.87,56.12,2,88.33,2,0,6.2,2,1,2,2,1,1,0,5,10.3,5,2.06
86.76,77.6,57.0,0,78.59,1,0,3.9,2,2,2,1,0,0,0,2,3.14,2,1.5699999999999998
80.01,80.77,66.66,1,98.48,1,0,4.4,1,3,1,2,0,1,0,4,7.680000000000001,4,1.92
62.13,57.67,65.48,0,81.09,2,2,2.4,1,1,0,0,1,0,0,1,1.02,1,1.02
50.47,40.44,56.6,0,85.43,1,0,9.2,0,2,0,1,0,1,0,3,9.48,2,3.16
69.97,89.84,71.24,2,75.44,1,0,7.7,2,1,0,1,0,0,0,2,5.0200000000000005,2,2.51
65.76,98.87,95.15,1,67.19,1,0,4.7,1,1,1,0,1,0,0,1,1.61,1,1.61
73.58,90.68,61.94,0,66.25,1,0,8.9,2,3,1,1,0,1,0,5,16.35,2,3.27
66.92,60.63,62.8,0,76.82,2,0,5.8,2,2,1,2,1,1,0,5,10.7,5,2.14
43.9,47.53,74.72,1,72.88,1,0,3.6,1,1,1,1,0,1,0,4,5.12,2,1.28
66.56,48.95,61.29,2,57.31,2,0,6.3,2,3,0,2,1,0,0,2,4.98,5,2.49
67.72,39.06,76.03,0,64.74,2,2,5.3,0,0,1,1,1,0,1,0,0.0,3,1.69
80.87,64.28,59.38,1,71.82,1,1,6.2,1,0,0,1,1,1,0,4,7.64,3,1.91
62.23,91.69,89.99,1,82.27,2,0,1.8,2,1,2,0,1,1,0,5,3.7,1,0.74
95.5,63.73,72.14,0,74.84,2,0,2.9,1,1,0,2,0,1,0,4,4.28,4,1.07
45.24,70.84,60.56,0,74.28,2,2,7.5,1,1,2,0,1,1,0,4,10.2,1,2.5500000000000003
90.36,88.01,60.94,0,65.13,2,1,7.9,2,3,1,0,0,1,0,5,15.1,0,3.02
68.86,59.53,61.83,2,75.23,1,1,7.3,0,3,2,0,1,1,0,3,8.52,1,2.84
84.03,98.57,84.47,2,88.19,1,0,8.9,1,2,1,2,1,1,0,4,12.28,5,3.07
73.12,97.87,52.77,1,76.56,1,1,5.7,2,0,0,0,1,1,0,5,8.8,1,1.76
87.95,63.9,59.98,1,59.93,2,0,5.5,1,1,0,2,0,1,0,4,7.399999999999999,4,1.85
66.58,56.76,61.26,0,62.48,2,0,2.7,1,1,1,2,1,1,0,4,4.04,5,1.01
56.62,77.16,67.81,1,80.89,1,2,3.3,2,3,0,1,0,0,0,2,3.38,2,1.69
91.89,60.44,64.75,2,72.76,2,0,0.5,0,3,2,2,1,1,1,3,2.2500000000000004,5,0.7500000000000001
70.41,47.5,50.11,1,74.25,2,1,3.9,2,2,2,2,0,0,0,2,3.24,4,1.62
75.1,86.5,63.2,1,68.87,1,0,0.4,1,0,2,1,0,0,0,1,0.12,2,0.12
89.29,85.46,66.81,0,80.03,2,2,6.7,0,1,1,0,0,0,1,0,0.0,0,2.31
57.55,68.49,60.46,0,71.99,2,2,5.3,0,3,2,1,0,0,1,0,0.0,2,2.29
80.34,45.79,76.24,2,73.13,1,0,0.4,0,0,2,1,0,0,1,0,0.0,2,0.12
63.74,46.33,79.03,1,66.49,1,0,4.1,0,2,2,1,0,0,1,0,0.0,2,1.63
70.15,67.72,67.06,1,84.22,1,2,8.4,1,0,2,2,1,0,0,1,2.62,5,2.62
73.01,58.0,70.77,1,72.79,1,2,4.2,2,1,2,1,0,1,0,5,7.800000000000001,2,1.56
51.0,60.54,42.07,0,81.08,1,2,2.5,2,3,2,2,1,1,0,5,7.250000000000001,5,1.4500000000000002
